ProbeID,GSM2714567,GSM2714568,GSM2714569,GSM2714570,GSM2714571,GSM2714572,GSM2714573,GSM2714574,GSM2714575,GSM2714576,GSM2714577,GSM2714578,GSM2714579,GSM2714580,GSM2714581,GSM2714582,GSM2714583,GSM2714584,GSM2714585,GSM2714586,GSM2714587,GSM2714588,GSM2714589,GSM2714590,GSM2714591,GSM2714592,GSM2714593,GSM2714594,GSM2714595,GSM2714596,GSM2714597,GSM2714598,GSM2714599,GSM2714600,GSM2714601,GSM2714602,GSM2714603,GSM2714604,GSM2714605,GSM2714606,GSM2714607,GSM2714608,GSM2714609,GSM2714610,GSM2714611,GSM2714612,GSM2714613,GSM2714614,GSM2714615,GSM2714616,GSM2714617,GSM2714618,GSM2714619,GSM2714620,GSM2714621,GSM2714622,GSM2714623,GSM2714624,GSM2714625,GSM2714626,GSM2714627,GSM2714628,GSM2714629,GSM2714630,GSM2714631,GSM2714632,GSM2714633,GSM2714634,GSM2714635,GSM2714636,GSM2714637,GSM2714638,GSM2714639,GSM2714640,GSM2714641,GSM2714642,GSM2714643,GSM2714644,GSM2714645,GSM2714646,GSM2714647,GSM2714648,GSM2714649,GSM2714650,GSM2714651,GSM2714652,GSM2714653,GSM2714654,GSM2714655,GSM2714656,GSM2714657,GSM2714658,GSM2714659,GSM2714660,GSM2714661,GSM2714662,GSM2714663,GSM2714664,GSM2714665,GSM2714666,GSM2714667,GSM2714668
cg05446424,0.1175124,0.179661795,0.119713411,0.049639837,0.126019602,0.069138131,0.051141738,0.076042298,0.23616197,0.220525281,0.022341688,0.103610133,0.033756833,0.088369481,0.074283875,0.092884149,0.119005,0.049029154,0.116026106,0.038580645,0.16667482,0.151693378,0.092088132,0.077514547,0.083968398,0.135615695,0.017604181,0.070752367,0.128863962,0.053736027,0.088569125,0.071415458,0.031876024,0.082299047,0.05056573,0.191390476,0.072855379,0.161028015,0.12993275,0.072953737,0.039294677,0.122761665,0.110849657,0.085859503,0.06592746,0.163317138,0.114937301,0.072996542,0.12381606,0.188618664,0.118837903,0.141692573,0.024519049,0.146380412,0.164985978,0.047576731,0.034942013,0.091478005,0.109812931,0.181223642,0.106179535,0.225066041,0.060867186,0.033437609,0.00706791,0.200089601,0.069054868,0.0304966,0.055555556,0.123496108,0.054682955,0.175741767,0.076304122,0.145247487,0.042803928,0.133724208,0.062306278,0.058957055,0.114029666,0.167294177,0.071401892,0.074812673,0.099994767,0.058512061,0.034085171,0.012832478,0.029312362,0.065739341,0.029961161,0.027325612,0.038288288,0.101162791,0.110545791,0.165842141,0.110585901,0.266437377,0.112447301,0.054447958,0.151534162,0.064800978,0.112129905,0.026195847
cg05666607,0.333252368,0.305631697,0.465857036,0.767416144,0.285466599,0.313120286,0.65765554,0.350781008,0.373296517,0.334504628,0.144366197,0.11066446,0.584457219,0.470902486,0.103282626,0.224797008,0.183508989,0.570717486,0.216228434,0.221752076,0.24981115,0.303320614,0.131356727,0.317261532,0.514639214,0.416565796,0.055032665,0.4739384,0.375141736,0.731870149,0.349117447,0.48524739,0.526532794,0.137917129,0.053787635,0.265507012,0.064487521,0.377810158,0.138891973,0.524129437,0.372265829,0.37214862,0.3348818,0.490787091,0.163272011,0.383935361,0.184733286,0.478518714,0.357250239,0.338486473,0.413065327,0.399447768,0.601477774,0.250298211,0.237971109,0.456886082,0.41848816,0.270199173,0.308051083,0.270862968,0.333890374,0.238112263,0.269117979,0.270308893,0.551510989,0.230867212,0.2051945,0.393847399,0.322586986,0.205379225,0.181131184,0.240654419,0.140009492,0.206538895,0.317897727,0.370400071,0.151818452,0.256756757,0.211320268,0.353868038,0.098155539,0.235674405,0.349602618,0.427896467,0.451572128,0.46604132,0.400383142,0.196802842,0.521313699,0.421505186,0.420106383,0.171748075,0.275002425,0.309297734,0.358890853,0.301080599,0.244227752,0.127063255,0.354570119,0.213949649,0.158260199,0.166381669
cg05886671,0.086500105,0.09226553,0.241934539,0.125292603,0.082505323,0.089312655,0.436755109,0.130691831,0.147434157,0.11832704,0.054370869,0.080647336,0.098395857,0.120151899,0.082851751,0.082122449,0.13272956,0.385185982,0.085381131,0.077416221,0.106495718,0.096634593,0.060105711,0.267910289,0.158464004,0.106183017,0.073111884,0.232169428,0.141721784,0.345159944,0.101526483,0.245657895,0.083463257,0.060210122,0.051399465,0.090245665,0.081129724,0.09977479,0.081694007,0.100827876,0.127035831,0.108637793,0.102817726,0.110601142,0.084141767,0.067924308,0.079276953,0.079071429,0.103014172,0.112645143,0.091917698,0.360553565,0.487383095,0.11972675,0.105178307,0.083270488,0.07560208,0.080185478,0.061522143,0.117636092,0.09367024,0.114035661,0.109298929,0.371167917,0.075802122,0.117549962,0.083384054,0.084476619,0.282555533,0.063705435,0.075067331,0.109505838,0.061552874,0.095205135,0.312661242,0.117449118,0.075571086,0.067906133,0.104394813,0.100423845,0.068486968,0.083649753,0.110608424,0.085709865,0.160549489,0.147737928,0.095314625,0.101074163,0.096646436,0.527410342,0.321402967,0.115717708,0.104806409,0.098889847,0.097678658,0.086755835,0.10614841,0.121812021,0.103811293,0.09815714,0.127047502,0.129443115
cg06469345,0.242043024,0.264188004,0.453428012,0.672898167,0.237932177,0.254120467,0.554737099,0.498929239,0.337958128,0.294283807,0.409342065,0.230348519,0.562788531,0.311307902,0.155527581,0.219327566,0.371826337,0.49950992,0.249414731,0.35750921,0.266036818,0.257779997,0.184360834,0.415378955,0.483147145,0.288353334,0.056819676,0.455914706,0.443489092,0.59447182,0.292535847,0.463037096,0.433922397,0.174454668,0.106527502,0.33052255,0.448381901,0.354569328,0.189748148,0.480162229,0.494851766,0.33599178,0.296158034,0.471661864,0.269900979,0.331273633,0.21638322,0.453813951,0.401026983,0.374872666,0.329325354,0.41440575,0.533256935,0.285023104,0.274449912,0.441710179,0.479231975,0.290090699,0.255871886,0.382495651,0.373172608,0.25475264,0.402955487,0.409781288,0.50383367,0.269936848,0.24532611,0.445690698,0.350739329,0.254123553,0.183448046,0.28356841,0.1349969,0.282205799,0.384642326,0.362084081,0.247411819,0.288026193,0.179719298,0.26292014,0.176161662,0.269967554,0.298371863,0.469158554,0.425288677,0.472715232,0.448351738,0.186701728,0.492826199,0.433610036,0.471186284,0.237495465,0.282087518,0.285410306,0.337550607,0.309474398,0.29668432,0.492726123,0.316937758,0.238302834,0.230683143,0.215548829
cg06672560,0.241050015,0.235113795,0.394227561,0.762106752,0.259850666,0.281257569,0.5947924,0.541924916,0.33826522,0.331991772,0.424900938,0.136127851,0.381678297,0.262959323,0.104913363,0.176813817,0.515234234,0.482961222,0.187764318,0.222206844,0.208571257,0.268693841,0.215906076,0.282899508,0.477246822,0.282491944,0.063090051,0.419975348,0.341876021,0.601059331,0.247721593,0.463842533,0.529017857,0.215263817,0.08962857,0.286216359,0.339008513,0.302870792,0.165020364,0.522606188,0.60012561,0.31224089,0.286597678,0.572138159,0.26704031,0.342586324,0.171282488,0.470955454,0.449168115,0.352559186,0.320253946,0.406907769,0.600482933,0.225974576,0.197584124,0.64547498,0.500719853,0.258040564,0.271594854,0.410674607,0.352946631,0.277117769,0.426248023,0.421996442,0.70867674,0.262111638,0.226895259,0.474857059,0.377858471,0.232533159,0.250231451,0.263617448,0.203709838,0.220535154,0.396764313,0.34233142,0.206103448,0.264951542,0.152175805,0.247480606,0.113221443,0.201253553,0.297804911,0.460320118,0.44047814,0.418411586,0.434332333,0.228536329,0.491338341,0.366888312,0.408122055,0.164786681,0.199813694,0.275672506,0.3202961,0.27114046,0.221025993,0.32401858,0.284284214,0.149107003,0.185465175,0.265915052
cg06987468,0.227549936,0.25462963,0.267977777,0.786940566,0.252944844,0.272562019,0.420770944,0.504033275,0.305937974,0.326164305,0.576431859,0.1614205,0.580061624,0.324696774,0.131460348,0.200103681,0.196508182,0.574605764,0.207252351,0.357451884,0.239688328,0.277020595,0.172529803,0.399938647,0.514684454,0.277174649,0.076793275,0.477346821,0.401687091,0.717876183,0.30605208,0.387080555,0.55037035,0.216011773,0.111268855,0.267309691,0.331569492,0.320603357,0.218831893,0.426565184,0.269527897,0.299507086,0.289237862,0.59365172,0.273934351,0.328839712,0.206300134,0.376699837,0.520314795,0.337097286,0.319642643,0.266391944,0.700535377,0.266956181,0.238856493,0.670265981,0.474933865,0.251221303,0.227173055,0.409113909,0.329216531,0.274424594,0.384194277,0.572573044,0.746603708,0.285163122,0.230836414,0.524900168,0.509460709,0.244979367,0.301980198,0.272146271,0.177395401,0.233714615,0.272997657,0.325530908,0.210918176,0.291925621,0.181870412,0.2357963,0.165570558,0.235160466,0.267953977,0.504470716,0.488732074,0.493930429,0.429503546,0.189471236,0.416160611,0.445155345,0.513718385,0.181828888,0.258237625,0.245053655,0.326416664,0.294228124,0.230752135,0.21783289,0.261856919,0.215134623,0.248158776,0.290076336
cg07195011,0.075882903,0.074258772,0.060263158,0.581884961,0.068457452,0.04361874,0.035094963,0.078353254,0.187052179,0.195892039,0.791816073,0.061887906,0.815772442,0.145267649,0.037321769,0.03385257,0.081954887,0.76819693,0.092197426,0.297439446,0.040061338,0.09739479,0.039517294,0.552522,0.719233687,0.06919871,0.035264694,0.090072481,0.416081097,0.85452,0.059894979,0.036573907,0.793406446,0.072109654,0.06758552,0.086976744,0.030568436,0.100406949,0.07979161,0.053851027,0.040968846,0.090584662,0.049641478,0.651040371,0.282214048,0.138739005,0.074466127,0.04889953,0.635690894,0.10795558,0.068867562,0.102168714,0.801776062,0.098191214,0.054334798,0.744798096,0.737879524,0.084405977,0.045031056,0.172211617,0.023851169,0.171563709,0.048612816,0.633807089,0.869415643,0.111441847,0.089505703,0.657744014,0.618294095,0.075234584,0.162009824,0.137708382,0.040985196,0.079573624,0.198868176,0.094536931,0.059824903,0.021923621,0.07345864,0.061962913,0.025915411,0.092313736,0.069985378,0.374897969,0.719564711,0.734128475,0.481512699,0.052596782,0.039251292,0.594787883,0.650333219,0.05723312,0.067406246,0.088233151,0.094361073,0.089669088,0.071306243,0.060843112,0.060514154,0.064004478,0.118987494,0.070701393
cg07315745,0.15406389,0.212868988,0.115158181,0.059513137,0.177918709,0.118129013,0.083757339,0.112802983,0.265364933,0.279286602,0.052559642,0.114964756,0.072237407,0.121245401,0.098720398,0.113091894,0.138592751,0.061931071,0.137303478,0.045619658,0.181241031,0.191399152,0.126946837,0.127390086,0.149692172,0.17999479,0.06618275,0.134754135,0.15049189,0.075225079,0.123519183,0.1356545,0.05648174,0.110143907,0.083942801,0.210076356,0.088391201,0.186409083,0.155939299,0.124615385,0.105510873,0.135689852,0.110376214,0.125192604,0.09329318,0.174847076,0.168423898,0.089760349,0.082900155,0.233730183,0.21140404,0.226975705,0.074461137,0.16851617,0.146305477,0.140122265,0.046852877,0.108598797,0.118949134,0.241999299,0.143511073,0.249293478,0.08655006,0.075783509,0.060683163,0.196915352,0.086252399,0.070310647,0.117172279,0.171178211,0.147445559,0.205099178,0.060525075,0.130253645,0.123629962,0.175535733,0.092965208,0.098189135,0.110170718,0.222132981,0.106178258,0.126173563,0.153445254,0.08764652,0.090003114,0.064275522,0.069364845,0.183382617,0.069384077,0.073905201,0.083944895,0.130336427,0.206956608,0.172518793,0.143519935,0.254566806,0.152020072,0.091762842,0.164476429,0.097668522,0.16543735,0.070402165
cg07357987,0.085973075,0.071432989,0.087753244,0.078018105,0.093278464,0.1024456,0.097483162,0.116856827,0.117936813,0.113071895,0.062185066,0.045237682,0.052125482,0.071062016,0.060708105,0.074591309,0.071453693,0.063029661,0.076649529,0.068720868,0.097915736,0.10502404,0.087181225,0.090722074,0.057955135,0.076188235,0.081891348,0.088568637,0.111494687,0.087550607,0.105098414,0.07360673,0.076486553,0.096475493,0.072672009,0.099883923,0.070668023,0.091688454,0.101305397,0.072001069,0.084965438,0.104648405,0.097812229,0.085171602,0.112721765,0.087917711,0.095825985,0.080035232,0.073721436,0.081329472,0.088219757,0.10524031,0.070114943,0.118142343,0.079857416,0.089844433,0.073641471,0.080947048,0.085218452,0.116808631,0.08101942,0.137075243,0.096435272,0.08721341,0.081426179,0.100645084,0.097550701,0.09898722,0.096383467,0.097968616,0.08585767,0.151748124,0.098500976,0.080481365,0.139587027,0.0982044,0.093706607,0.073107169,0.082781805,0.084506363,0.077714402,0.091768068,0.087004924,0.06831576,0.06042264,0.070892366,0.067869592,0.171672879,0.100004799,0.082362652,0.079545455,0.107473684,0.111143271,0.126567438,0.118848222,0.12485363,0.090867502,0.094192107,0.13437631,0.082037304,0.121262604,0.107825771
cg07557260,0.45816529,0.384264538,0.514964988,0.795329087,0.339888996,0.389729667,0.612029361,0.568899655,0.390010568,0.441709243,0.557529079,0.192836423,0.628193702,0.431013976,0.143026785,0.302029957,0.540930385,0.544160284,0.249213147,0.263285024,0.301359988,0.370063951,0.262160685,0.406420052,0.534199893,0.434334964,0.055802807,0.558197378,0.403466269,0.689719279,0.399691286,0.53058305,0.583142001,0.226039783,0.097659506,0.342627567,0.465725149,0.414976134,0.2075521,0.55064078,0.561484919,0.382564988,0.392353564,0.538049151,0.212943893,0.411992541,0.225643583,0.572652114,0.465242494,0.45243309,0.447515403,0.509183027,0.609648879,0.318057611,0.28460461,0.635827055,0.522876875,0.370064464,0.430543956,0.433009605,0.440483805,0.323806056,0.464306785,0.460625834,0.5984573,0.324384168,0.289028684,0.471553508,0.460504829,0.281066807,0.341316062,0.338558939,0.119620887,0.319397407,0.45206957,0.431873479,0.291345858,0.344408313,0.242106827,0.412532479,0.14020828,0.34553754,0.392892266,0.501029596,0.495972171,0.49773946,0.445658508,0.258318007,0.605416401,0.415250365,0.496614462,0.248520036,0.352601731,0.370604235,0.437704992,0.344953198,0.348066298,0.553483808,0.421262523,0.220607437,0.239201638,0.335081765
cg07621749,0.135418927,0.209252993,0.198208847,0.145766641,0.245867253,0.252054937,0.194722524,0.471475472,0.317524448,0.194151533,0.104378095,0.139107887,0.479174868,0.122328182,0.118632367,0.11928705,0.279584775,0.252771685,0.196719861,0.157937075,0.224634908,0.137973563,0.129719835,0.25024777,0.184434573,0.147445981,0.110432392,0.413263598,0.241466661,0.177642981,0.155317905,0.326164724,0.121958321,0.142901753,0.141845924,0.226514044,0.254928136,0.202063868,0.156871755,0.236977443,0.390181717,0.258992149,0.166449233,0.201799824,0.16780086,0.211291485,0.218449469,0.209772738,0.140709871,0.249564828,0.151479081,0.227962021,0.293507228,0.214968228,0.143240454,0.187855308,0.090731169,0.169768797,0.109406155,0.163825122,0.141088666,0.18756431,0.167778184,0.331236897,0.379029321,0.145191874,0.150179815,0.102351806,0.15164369,0.112088524,0.141394895,0.159722501,0.257832034,0.127375806,0.138827901,0.207123514,0.171125975,0.135006332,0.23952399,0.168335274,0.139980119,0.147854963,0.165706735,0.258553171,0.191492989,0.307414955,0.20433253,0.275463318,0.38401367,0.442457783,0.176188321,0.140194354,0.100859874,0.165498247,0.145135374,0.134558998,0.193398343,0.433478137,0.135890302,0.176192596,0.195756991,0.133442476
cg07897248,0.327612656,0.317847087,0.466014254,0.858324716,0.241506194,0.228341169,0.711066667,0.575305292,0.300470022,0.310294118,0.575519371,0.1281602,0.691797444,0.381635936,0.126588801,0.156985218,0.532588083,0.677724791,0.232038928,0.275763085,0.229902675,0.198026906,0.235741097,0.403258351,0.391300145,0.282513947,0.087722436,0.420343753,0.361134672,0.871980163,0.332117739,0.513292929,0.536767677,0.150035553,0.093494086,0.297384775,0.350174007,0.333651665,0.151979707,0.600583942,0.655403786,0.292606371,0.275517011,0.618818768,0.22129481,0.328107871,0.156667053,0.49096083,0.39291869,0.384055092,0.252737529,0.51274058,0.78308579,0.302973568,0.221376949,0.30838578,0.699577614,0.26743295,0.266630901,0.433636576,0.448957777,0.224149977,0.412844037,0.437352246,0.745368866,0.22071501,0.177862221,0.511145273,0.456042781,0.240516169,0.217794382,0.20510429,0.105393258,0.234513274,0.309007054,0.466067484,0.130079084,0.310917461,0.152687932,0.269427166,0.132867133,0.316630767,0.267008341,0.609173701,0.763703805,0.733177853,0.456662639,0.218401246,0.612038835,0.580172828,0.622078159,0.161216351,0.264633756,0.290567766,0.422152943,0.292377869,0.304970514,0.458258181,0.297598233,0.221227364,0.214972968,0.195884004
cg07950000,0.173468872,0.260354022,0.370517304,0.736346239,0.243916404,0.305282976,0.588242461,0.449328312,0.298956661,0.315316752,0.196583363,0.112332274,0.469705911,0.312935242,0.09554865,0.15661149,0.340657469,0.456982176,0.176710644,0.181394328,0.19515493,0.206818182,0.131335445,0.293558366,0.41561067,0.231578947,0.064785952,0.398081535,0.326829039,0.65693392,0.266889753,0.358326225,0.459008475,0.172135068,0.087570763,0.230512445,0.390149332,0.297361737,0.197630088,0.493849066,0.49332378,0.272699743,0.253270593,0.514391934,0.154225314,0.29148622,0.163190055,0.44744199,0.33711154,0.336849898,0.285594859,0.275598086,0.546729882,0.189642837,0.213064008,0.515551627,0.466728395,0.239728609,0.21844528,0.272670276,0.321518987,0.206773514,0.357245258,0.315902624,0.436640934,0.230084456,0.194263495,0.429105766,0.350529432,0.227693509,0.224558314,0.228003167,0.173494088,0.200830674,0.279093508,0.333180084,0.168972689,0.247428032,0.150794509,0.187791908,0.116138398,0.255438334,0.207342687,0.390694958,0.474996684,0.438322668,0.303774893,0.236500673,0.522674268,0.364081713,0.352078112,0.166808591,0.235129583,0.190095847,0.348720951,0.210555351,0.210123758,0.169852767,0.205863822,0.175206969,0.189952639,0.256214872
cg08073312,0.112228227,0.107095977,0.341016384,0.323602313,0.105094831,0.081222119,0.058637799,0.070097005,0.145179531,0.12995548,0.050312475,0.093856827,0.568876442,0.138544821,0.067653277,0.082946097,0.129516897,0.476656657,0.115089413,0.124784314,0.130338664,0.141605911,0.063976318,0.124126193,0.459283388,0.105401591,0.045115141,0.207110033,0.186016078,0.743494424,0.135083503,0.093806637,0.495552067,0.087484562,0.055154577,0.092701119,0.145313844,0.099611902,0.095653968,0.056498471,0.144778613,0.101540893,0.101587302,0.066170713,0.122404153,0.095727944,0.087137963,0.147316992,0.048628024,0.134321653,0.127906977,0.079990294,0.555723973,0.108456983,0.087033631,0.454202077,0.072490365,0.09334181,0.063185379,0.10313184,0.104068522,0.113317332,0.093023256,0.302573814,0.032289469,0.077686203,0.087882727,0.153570004,0.387012195,0.088367899,0.067192477,0.107733791,0.043286867,0.104104104,0.062322946,0.117205735,0.075307882,0.075504291,0.097346798,0.098433507,0.062322033,0.092383063,0.100650356,0.166729293,0.190729152,0.410754756,0.052510364,0.062144982,0.053701831,0.494235758,0.355318606,0.094979414,0.103085064,0.129959369,0.196704795,0.137187994,0.094920282,0.084302145,0.080416715,0.080291338,0.097689292,0.051906645
cg08074851,0.399930718,0.286571248,0.520748684,0.786332936,0.221204987,0.289989598,0.623070918,0.620930105,0.295567927,0.33773067,0.660595619,0.139064829,0.641310125,0.495321959,0.136542591,0.252707581,0.489788606,0.58178357,0.210749163,0.380669395,0.218173492,0.290340686,0.126327716,0.436736111,0.569663209,0.357166284,0.066180049,0.525868179,0.466971359,0.716178737,0.333311793,0.546802267,0.604908616,0.171428571,0.066000868,0.264108147,0.272829945,0.325772166,0.122562913,0.493568518,0.586455747,0.305802093,0.321127946,0.560381182,0.335224521,0.349535424,0.159141143,0.403066309,0.493806037,0.375570608,0.381768079,0.552603487,0.606096478,0.297951452,0.24416904,0.62560075,0.581738859,0.276025836,0.298428957,0.457322495,0.392980517,0.275458476,0.444646845,0.375787639,0.67035781,0.244237918,0.215554863,0.499750955,0.444464138,0.241490089,0.269247562,0.260020141,0.122234392,0.241190227,0.35420415,0.352901522,0.177440721,0.234879661,0.214357835,0.349841462,0.111065708,0.299104923,0.325878784,0.557218028,0.512466944,0.500674189,0.505527916,0.272931067,0.576220217,0.508163962,0.471443774,0.200997467,0.226135963,0.275156301,0.397420039,0.191483301,0.265844178,0.519465935,0.350107933,0.176405571,0.16764442,0.247020202
cg08448701,0.213137102,0.146565763,0.488052595,0.818699378,0.162194776,0.134291489,0.655408141,0.493327808,0.298525943,0.231278311,0.092382549,0.100701541,0.069031701,0.46187391,0.070154412,0.170476389,0.552014395,0.488970588,0.135159633,0.375567066,0.187721396,0.181323931,0.062812225,0.396471413,0.584519839,0.268438836,0.022629344,0.172222756,0.339153466,0.514889311,0.256892688,0.459805232,0.057639383,0.079049676,0.036059221,0.248298277,0.167539794,0.318512616,0.127757728,0.506635127,0.426198719,0.272568558,0.298868163,0.583409154,0.19706714,0.258125032,0.12549392,0.210812289,0.457380174,0.336752384,0.291832515,0.147430269,0.574741523,0.180463224,0.172575569,0.064484684,0.550201071,0.227326653,0.154032212,0.363967309,0.358643806,0.147913562,0.483930931,0.476869329,0.52819842,0.192322506,0.109562887,0.496784881,0.439374128,0.151821519,0.149704841,0.207550765,0.047811044,0.189412026,0.087196711,0.359576552,0.137751396,0.247811997,0.121326644,0.207780888,0.039654206,0.193246693,0.217570742,0.456672303,0.498720897,0.486995255,0.48193656,0.111941724,0.051957895,0.511643652,0.510310356,0.134476458,0.171029755,0.185127004,0.309455787,0.213425171,0.172335108,0.197634218,0.152715207,0.141306459,0.160215532,0.178630287
cg08530317,0.279464286,0.290018076,0.366711642,0.700116144,0.29941769,0.295045756,0.548578294,0.458263262,0.3028319,0.305991441,0.315182575,0.175999288,0.362089793,0.389046538,0.113686244,0.228525383,0.459614715,0.487689738,0.235100548,0.206030463,0.321043428,0.26032667,0.140741276,0.255704581,0.447882042,0.323732152,0.075409836,0.364122433,0.301486698,0.652657922,0.302626792,0.388010222,0.487109905,0.183585859,0.129912581,0.216802168,0.289897157,0.271948342,0.142656524,0.436245406,0.345182176,0.234822586,0.247428917,0.459504685,0.184468155,0.247286657,0.186300175,0.461825585,0.366955153,0.311594203,0.334173836,0.231661677,0.571007661,0.212988749,0.194700037,0.593289329,0.43128655,0.284463219,0.281197356,0.211045365,0.282677581,0.227023014,0.186066066,0.282517483,0.501289246,0.188287415,0.201692174,0.296240806,0.255324212,0.158470633,0.163175558,0.268223235,0.160469426,0.163466739,0.27020649,0.333076669,0.113540599,0.20512039,0.179252999,0.281343284,0.129641485,0.183568856,0.329250075,0.347056008,0.435756744,0.414393227,0.28532207,0.251246127,0.496100476,0.257619799,0.093270215,0.1877211,0.268472906,0.256762513,0.259490433,0.222504915,0.266040908,0.173319915,0.334155917,0.311210961,0.185530547,0.198256377
cg08834401,0.168719672,0.179318835,0.301711198,0.736188854,0.215437788,0.266527197,0.478921767,0.311168496,0.243002877,0.341776544,0.191616766,0.130385701,0.250078873,0.120484557,0.148222133,0.169531713,0.279839648,0.206181375,0.141791045,0.156286895,0.146453428,0.203881828,0.187300913,0.239280042,0.192732167,0.221278498,0.213817059,0.213381555,0.317219251,0.423671583,0.255774166,0.174429224,0.232805381,0.222436392,0.196131528,0.18373036,0.132075472,0.256374269,0.228364042,0.231858793,0.183702989,0.187841191,0.224239566,0.22214876,0.181190331,0.255504687,0.185203212,0.26039853,0.182079265,0.296545914,0.238327395,0.471471471,0.395120583,0.209358688,0.198627372,0.290036515,0.117400801,0.210565476,0.252967107,0.2762309,0.247477745,0.199276182,0.332896843,0.495434696,0.407679885,0.235355649,0.162684291,0.448515596,0.258268018,0.169088507,0.217391304,0.204794799,0.19552,0.186341463,0.148059952,0.255112097,0.187841817,0.167469051,0.148509764,0.21049505,0.11599917,0.163540569,0.193045998,0.367077004,0.347135956,0.147104247,0.181222707,0.183492497,0.188337685,0.383965546,0.158395132,0.13042675,0.174216028,0.202394747,0.307170543,0.248957851,0.158690176,0.163227404,0.185125563,0.143838159,0.166221272,0.162203353
cg08961408,0.084035477,0.119932838,0.103277529,0.133499466,0.134493671,0.139173902,0.19166382,0.180012415,0.171321696,0.179453494,0.148195465,0.078976796,0.073299155,0.125770654,0.073299928,0.088755889,0.124222356,0.093572123,0.149530844,0.114038128,0.110137376,0.121762115,0.100681431,0.109825561,0.137578434,0.097395648,0.089210155,0.079901776,0.132411067,0.097980033,0.104939422,0.126801802,0.103961392,0.114155251,0.102954755,0.122410546,0.081193838,0.122774423,0.125037753,0.10773526,0.100952674,0.102318393,0.110522332,0.134253028,0.111506141,0.128132832,0.096484187,0.090404881,0.086995355,0.128666667,0.120633442,0.108511307,0.097274507,0.128042997,0.091151685,0.085740402,0.092397661,0.096679947,0.093409856,0.146563095,0.114788312,0.151022958,0.117437145,0.111495389,0.102108037,0.131174624,0.102652645,0.113693243,0.103111653,0.120746816,0.10192147,0.132293155,0.100524762,0.106504961,0.110536093,0.126958046,0.118940991,0.108781127,0.083130435,0.084752981,0.102201468,0.121204934,0.122845087,0.110714286,0.086694896,0.103904089,0.091969697,0.105493574,0.102379883,0.080429733,0.090506148,0.101456816,0.109662483,0.127318495,0.107432609,0.177742448,0.115730186,0.128826291,0.12468161,0.128337323,0.123786137,0.129083038
cg09578028,0.162645438,0.233869004,0.457464176,0.128548183,0.305571917,0.298706339,0.203661616,0.599005064,0.456427221,0.393108598,0.701623592,0.341926311,0.111335881,0.180705502,0.392908954,0.220924359,0.178252106,0.075114034,0.24607848,0.091073549,0.237015322,0.199561266,0.149270483,0.376908266,0.337289519,0.212808208,0.367315908,0.455544252,0.323049425,0.773130023,0.463855033,0.135567831,0.304432855,0.146126592,0.560247445,0.219907009,0.288864561,0.201292627,0.314771964,0.220556943,0.119246692,0.22214194,0.223384524,0.524289175,0.358173404,0.208396599,0.25232151,0.192711445,0.351094519,0.245745793,0.144893727,0.199267881,0.559281437,0.252917678,0.31,0.108807837,0.488049169,0.324570273,0.143199084,0.139453019,0.215639023,0.166438043,0.284517159,0.139557609,0.180821025,0.296461853,0.242499176,0.093534152,0.170385046,0.220287146,0.11660654,0.200740883,0.08935272,0.325175058,0.408681546,0.203255877,0.338849053,0.168254626,0.073235908,0.161731207,0.168854283,0.160589458,0.170545258,0.137955264,0.064578264,0.068179779,0.1347917,0.107334822,0.115635546,0.415576597,0.388068756,0.305562595,0.132257063,0.162387231,0.254732356,0.208393632,0.185014232,0.216501372,0.164409677,0.188028662,0.236247518,0.283654326
cg10094616,0.116034293,0.151977088,0.487206943,0.78321158,0.125548531,0.131743459,0.073642542,0.632410119,0.245370954,0.210624839,0.480085871,0.083693966,0.642230283,0.082255747,0.046609509,0.098855646,0.090625443,0.565754553,0.119120654,0.30450521,0.121257658,0.162961666,0.081628788,0.412587413,0.494889217,0.191755805,0.020699852,0.497598418,0.422568696,0.700500923,0.174746062,0.079671939,0.520407762,0.081787202,0.054352296,0.214864865,0.333763626,0.227342438,0.141109107,0.555194805,0.590970808,0.186473624,0.154520669,0.425897368,0.062480077,0.154512067,0.111914445,0.487476685,0.439688716,0.168445122,0.248454146,0.113107822,0.596886779,0.17090708,0.136108333,0.052859166,0.472676806,0.140678335,0.119664938,0.132621717,0.137040958,0.18555598,0.058041901,0.488450486,0.634373733,0.145606465,0.096086243,0.323935838,0.435834404,0.135881104,0.103497024,0.195880806,0.056531799,0.156984211,0.064926009,0.187923975,0.098327481,0.156389746,0.062797244,0.19931374,0.064168654,0.142468186,0.140275973,0.361866185,0.526232593,0.516295756,0.466130398,0.123123123,0.608601945,0.42426714,0.495892287,0.106648973,0.13910865,0.143233687,0.198946371,0.208888889,0.087110362,0.076531792,0.17705705,0.083270093,0.111349957,0.130544994
